t_ns,decay,fit
4.6400000000e+00,1.9946411725e-01,2.0100358106e-01
4.6500000000e+00,1.9936773801e-01,2.0086459344e-01
4.6600000000e+00,1.9926120426e-01,2.0072585776e-01
4.6700000000e+00,1.9917314441e-01,2.0058737345e-01
4.6800000000e+00,1.9912851840e-01,2.0044913989e-01
4.6900000000e+00,1.9902858017e-01,2.0031115652e-01
4.7000000000e+00,1.9895717247e-01,2.0017342273e-01
4.7100000000e+00,1.9889732967e-01,2.0003593793e-01
4.7200000000e+00,1.9883491131e-01,1.9989870155e-01
4.7300000000e+00,1.9872723208e-01,1.9976171299e-01
4.7400000000e+00,1.9860505111e-01,1.9962497167e-01
4.7500000000e+00,1.9852501722e-01,1.9948847702e-01
4.7600000000e+00,1.9842860922e-01,1.9935222844e-01
4.7700000000e+00,1.9832910389e-01,1.9921622536e-01
4.7800000000e+00,1.9819310430e-01,1.9908046721e-01
4.7900000000e+00,1.9809291712e-01,1.9894495340e-01
4.8000000000e+00,1.9805131123e-01,1.9880968336e-01
4.8100000000e+00,1.9801720125e-01,1.9867465652e-01
4.8200000000e+00,1.9797800308e-01,1.9853987230e-01
4.8300000000e+00,1.9792144670e-01,1.9840533014e-01
4.8400000000e+00,1.9786516797e-01,1.9827102946e-01
4.8500000000e+00,1.9784873357e-01,1.9813696969e-01
4.8600000000e+00,1.9782227855e-01,1.9800315027e-01
4.8700000000e+00,1.9781883377e-01,1.9786957064e-01
4.8800000000e+00,1.9777806095e-01,1.9773623023e-01
4.8900000000e+00,1.9777230622e-01,1.9760312847e-01
4.9000000000e+00,1.9772223391e-01,1.9747026481e-01
4.9100000000e+00,1.9764441860e-01,1.9733763869e-01
4.9200000000e+00,1.9755363644e-01,1.9720524954e-01
4.9300000000e+00,1.9745090072e-01,1.9707309681e-01
4.9400000000e+00,1.9736627783e-01,1.9694117995e-01
4.9500000000e+00,1.9726417726e-01,1.9680949839e-01
4.9600000000e+00,1.9716136293e-01,1.9667805160e-01
4.9700000000e+00,1.9708208302e-01,1.9654683901e-01
4.9800000000e+00,1.9700022614e-01,1.9641586007e-01
4.9900000000e+00,1.9693377942e-01,1.9628511423e-01
5.0000000000e+00,1.9681342630e-01,1.9615460096e-01
5.0100000000e+00,1.9673737355e-01,1.9602431969e-01
5.0200000000e+00,1.9665098050e-01,1.9589426990e-01
5.0300000000e+00,1.9654119550e-01,1.9576445102e-01
5.0400000000e+00,1.9642515473e-01,1.9563486252e-01
5.0500000000e+00,1.9628341088e-01,1.9550550386e-01
5.0600000000e+00,1.9615996535e-01,1.9537637450e-01
5.0700000000e+00,1.9604885548e-01,1.9524747391e-01
5.0800000000e+00,1.9595170975e-01,1.9511880153e-01
5.0900000000e+00,1.9587059448e-01,1.9499035684e-01
5.1000000000e+00,1.9580746293e-01,1.9486213931e-01
5.1100000000e+00,1.9576976214e-01,1.9473414839e-01
5.1200000000e+00,1.9571288087e-01,1.9460638356e-01
5.1300000000e+00,1.9566517898e-01,1.9447884429e-01
5.1400000000e+00,1.9560919202e-01,1.9435153004e-01
5.1500000000e+00,1.9558590423e-01,1.9422444030e-01
5.1600000000e+00,1.9553834930e-01,1.9409757452e-01
5.1700000000e+00,1.9549371742e-01,1.9397093220e-01
5.1800000000e+00,1.9547543527e-01,1.9384451279e-01
5.1900000000e+00,1.9543818761e-01,1.9371831579e-01
5.2000000000e+00,1.9542810214e-01,1.9359234066e-01
5.2100000000e+00,1.9537862422e-01,1.9346658689e-01
5.2200000000e+00,1.9529277241e-01,1.9334105396e-01
5.2300000000e+00,1.9525668604e-01,1.9321574135e-01
5.2400000000e+00,1.9514412550e-01,1.9309064855e-01
5.2500000000e+00,1.9503527260e-01,1.9296577503e-01
5.2600000000e+00,1.9496788438e-01,1.9284112029e-01
5.2700000000e+00,1.9491975577e-01,1.9271668380e-01
5.2800000000e+00,1.9487361199e-01,1.9259246507e-01
5.2900000000e+00,1.9484182060e-01,1.9246846358e-01
5.3000000000e+00,1.9480271738e-01,1.9234467882e-01
5.3100000000e+00,1.9473768804e-01,1.9222111028e-01
5.3200000000e+00,1.9466115293e-01,1.9209775745e-01
5.3300000000e+00,1.9460601048e-01,1.9197461984e-01
5.3400000000e+00,1.9454033223e-01,1.9185169693e-01
5.3500000000e+00,1.9447698437e-01,1.9172898823e-01
5.3600000000e+00,1.9440715853e-01,1.9160649322e-01
5.3700000000e+00,1.9436599201e-01,1.9148421142e-01
5.3800000000e+00,1.9434047428e-01,1.9136214232e-01
5.3900000000e+00,1.9426786951e-01,1.9124028542e-01
5.4000000000e+00,1.9419966264e-01,1.9111864023e-01
5.4100000000e+00,1.9415619504e-01,1.9099720625e-01
5.4200000000e+00,1.9409283163e-01,1.9087598298e-01
5.4300000000e+00,1.9404080178e-01,1.9075496994e-01
5.4400000000e+00,1.9396758938e-01,1.9063416663e-01
5.4500000000e+00,1.9388636991e-01,1.9051357256e-01
5.4600000000e+00,1.9382021568e-01,1.9039318724e-01
5.4700000000e+00,1.9370980574e-01,1.9027301018e-01
5.4800000000e+00,1.9358617411e-01,1.9015304089e-01
5.4900000000e+00,1.9345421353e-01,1.9003327890e-01
5.5000000000e+00,1.9337616380e-01,1.8991372371e-01
5.5100000000e+00,1.9327061826e-01,1.8979437483e-01
5.5200000000e+00,1.9315922795e-01,1.8967523180e-01
5.5300000000e+00,1.9307093059e-01,1.8955629412e-01
5.5400000000e+00,1.9298034821e-01,1.8943756131e-01
5.5500000000e+00,1.9287118162e-01,1.8931903291e-01
5.5600000000e+00,1.9280770036e-01,1.8920070842e-01
5.5700000000e+00,1.9267688020e-01,1.8908258737e-01
5.5800000000e+00,1.9255925846e-01,1.8896466929e-01
5.5900000000e+00,1.9244644895e-01,1.8884695370e-01
5.6000000000e+00,1.9236883921e-01,1.8872944013e-01
5.6100000000e+00,1.9227743274e-01,1.8861212810e-01
5.6200000000e+00,1.9220665621e-01,1.8849501716e-01
5.6300000000e+00,1.9210198434e-01,1.8837810681e-01
5.6400000000e+00,1.9202515287e-01,1.8826139661e-01
5.6500000000e+00,1.9193125850e-01,1.8814488607e-01
5.6600000000e+00,1.9182285993e-01,1.8802857474e-01
5.6700000000e+00,1.9170676387e-01,1.8791246214e-01
5.6800000000e+00,1.9160516765e-01,1.8779654782e-01
5.6900000000e+00,1.9149987676e-01,1.8768083131e-01
5.7000000000e+00,1.9143263049e-01,1.8756531215e-01
5.7100000000e+00,1.9135014362e-01,1.8744998987e-01
5.7200000000e+00,1.9127804347e-01,1.8733486402e-01
5.7300000000e+00,1.9122264551e-01,1.8721993415e-01
5.7400000000e+00,1.9111301523e-01,1.8710519978e-01
5.7500000000e+00,1.9102247820e-01,1.8699066048e-01
5.7600000000e+00,1.9092524311e-01,1.8687631577e-01
5.7700000000e+00,1.9083875469e-01,1.8676216521e-01
5.7800000000e+00,1.9073004345e-01,1.8664820834e-01
5.7900000000e+00,1.9062094508e-01,1.8653444472e-01
5.8000000000e+00,1.9050524434e-01,1.8642087389e-01
5.8100000000e+00,1.9037169496e-01,1.8630749540e-01
5.8200000000e+00,1.9021982293e-01,1.8619430880e-01
5.8300000000e+00,1.9007903565e-01,1.8608131365e-01
5.8400000000e+00,1.8993191026e-01,1.8596850949e-01
5.8500000000e+00,1.8977952648e-01,1.8585589589e-01
5.8600000000e+00,1.8962670142e-01,1.8574347241e-01
5.8700000000e+00,1.8944933644e-01,1.8563123858e-01
5.8800000000e+00,1.8926947176e-01,1.8551919398e-01
5.8900000000e+00,1.8908894816e-01,1.8540733817e-01
5.9000000000e+00,1.8891881176e-01,1.8529567070e-01
5.9100000000e+00,1.8880047352e-01,1.8518419113e-01
5.9200000000e+00,1.8868727960e-01,1.8507289903e-01
5.9300000000e+00,1.8860811573e-01,1.8496179396e-01
5.9400000000e+00,1.8851483515e-01,1.8485087548e-01
5.9500000000e+00,1.8840979654e-01,1.8474014317e-01
5.9600000000e+00,1.8836720073e-01,1.8462959658e-01
5.9700000000e+00,1.8828915551e-01,1.8451923528e-01
5.9800000000e+00,1.8824538895e-01,1.8440905885e-01
5.9900000000e+00,1.8825699574e-01,1.8429906685e-01
6.0000000000e+00,1.8824616121e-01,1.8418925885e-01
6.0100000000e+00,1.8822488007e-01,1.8407963443e-01
6.0200000000e+00,1.8816286565e-01,1.8397019315e-01
6.0300000000e+00,1.8808769928e-01,1.8386093459e-01
6.0400000000e+00,1.8797685132e-01,1.8375185833e-01
6.0500000000e+00,1.8792903731e-01,1.8364296394e-01
6.0600000000e+00,1.8785378562e-01,1.8353425100e-01
6.0700000000e+00,1.8775696980e-01,1.8342571909e-01
6.0800000000e+00,1.8767319407e-01,1.8331736778e-01
6.0900000000e+00,1.8762022539e-01,1.8320919666e-01
6.1000000000e+00,1.8756911439e-01,1.8310120530e-01
6.1100000000e+00,1.8751930880e-01,1.8299339329e-01
6.1200000000e+00,1.8751330602e-01,1.8288576021e-01
6.1300000000e+00,1.8747030193e-01,1.8277830565e-01
6.1400000000e+00,1.8739663851e-01,1.8267102919e-01
6.1500000000e+00,1.8732232101e-01,1.8256393041e-01
6.1600000000e+00,1.8724351040e-01,1.8245700891e-01
6.1700000000e+00,1.8715226344e-01,1.8235026427e-01
6.1800000000e+00,1.8702688286e-01,1.8224369608e-01
6.1900000000e+00,1.8694640601e-01,1.8213730393e-01
6.2000000000e+00,1.8687466995e-01,1.8203108741e-01
6.2100000000e+00,1.8680747393e-01,1.8192504612e-01
6.2200000000e+00,1.8673863466e-01,1.8181917964e-01
6.2300000000e+00,1.8666502722e-01,1.8171348757e-01
6.2400000000e+00,1.8660651217e-01,1.8160796951e-01
6.2500000000e+00,1.8656553816e-01,1.8150262505e-01
6.2600000000e+00,1.8651880548e-01,1.8139745379e-01
6.2700000000e+00,1.8650462063e-01,1.8129245533e-01
6.2800000000e+00,1.8647909908e-01,1.8118762926e-01
6.2900000000e+00,1.8640037750e-01,1.8108297519e-01
6.3000000000e+00,1.8633211556e-01,1.8097849272e-01
6.3100000000e+00,1.8625303180e-01,1.8087418144e-01
6.3200000000e+00,1.8623026495e-01,1.8077004096e-01
6.3300000000e+00,1.8621228329e-01,1.8066607089e-01
6.3400000000e+00,1.8619774461e-01,1.8056227083e-01
6.3500000000e+00,1.8620019427e-01,1.8045864039e-01
6.3600000000e+00,1.8621026479e-01,1.8035517917e-01
6.3700000000e+00,1.8623521708e-01,1.8025188677e-01
6.3800000000e+00,1.8620924279e-01,1.8014876282e-01
6.3900000000e+00,1.8620265123e-01,1.8004580691e-01
6.4000000000e+00,1.8618897433e-01,1.7994301866e-01
6.4100000000e+00,1.8618615854e-01,1.7984039768e-01
6.4200000000e+00,1.8621061471e-01,1.7973794359e-01
6.4300000000e+00,1.8623733284e-01,1.7963565599e-01
6.4400000000e+00,1.8624098070e-01,1.7953353450e-01
6.4500000000e+00,1.8618669482e-01,1.7943157873e-01
6.4600000000e+00,1.8609870738e-01,1.7932978831e-01
6.4700000000e+00,1.8597481122e-01,1.7922816284e-01
6.4800000000e+00,1.8585835461e-01,1.7912670195e-01
6.4900000000e+00,1.8578977163e-01,1.7902540526e-01
6.5000000000e+00,1.8573933445e-01,1.7892427238e-01
6.5100000000e+00,1.8563708500e-01,1.7882330293e-01
6.5200000000e+00,1.8550972987e-01,1.7872249655e-01
6.5300000000e+00,1.8538509436e-01,1.7862185284e-01
6.5400000000e+00,1.8521436433e-01,1.7852137144e-01
6.5500000000e+00,1.8505015600e-01,1.7842105196e-01
6.5600000000e+00,1.8488640611e-01,1.7832089404e-01
6.5700000000e+00,1.8470628409e-01,1.7822089730e-01
6.5800000000e+00,1.8452777701e-01,1.7812106137e-01
6.5900000000e+00,1.8434987951e-01,1.7802138587e-01
6.6000000000e+00,1.8423089040e-01,1.7792187043e-01
6.6100000000e+00,1.8410330887e-01,1.7782251469e-01
6.6200000000e+00,1.8397023555e-01,1.7772331827e-01
6.6300000000e+00,1.8386320874e-01,1.7762428081e-01
6.6400000000e+00,1.8372319463e-01,1.7752540194e-01
6.6500000000e+00,1.8359451224e-01,1.7742668129e-01
6.6600000000e+00,1.8346580635e-01,1.7732811850e-01
6.6700000000e+00,1.8332246590e-01,1.7722971319e-01
6.6800000000e+00,1.8319802959e-01,1.7713146502e-01
6.6900000000e+00,1.8306676375e-01,1.7703337361e-01
6.7000000000e+00,1.8291047016e-01,1.7693543861e-01
6.7100000000e+00,1.8275786025e-01,1.7683765965e-01
6.7200000000e+00,1.8264079070e-01,1.7674003637e-01
6.7300000000e+00,1.8251441756e-01,1.7664256841e-01
6.7400000000e+00,1.8239482383e-01,1.7654525541e-01
6.7500000000e+00,1.8227281785e-01,1.7644809702e-01
6.7600000000e+00,1.8212043923e-01,1.7635109288e-01
6.7700000000e+00,1.8200510848e-01,1.7625424263e-01
6.7800000000e+00,1.8185608538e-01,1.7615754592e-01
6.7900000000e+00,1.8175115094e-01,1.7606100239e-01
6.8000000000e+00,1.8165998567e-01,1.7596461170e-01
6.8100000000e+00,1.8158229517e-01,1.7586837348e-01
6.8200000000e+00,1.8144293044e-01,1.7577228738e-01
6.8300000000e+00,1.8140039319e-01,1.7567635307e-01
6.8400000000e+00,1.8134471092e-01,1.7558057017e-01
6.8500000000e+00,1.8130690028e-01,1.7548493836e-01
6.8600000000e+00,1.8125635111e-01,1.7538945727e-01
6.8700000000e+00,1.8120982830e-01,1.7529412656e-01
6.8800000000e+00,1.8118923190e-01,1.7519894588e-01
6.8900000000e+00,1.8116203366e-01,1.7510391489e-01
6.9000000000e+00,1.8109970905e-01,1.7500903325e-01
6.9100000000e+00,1.8107662557e-01,1.7491430060e-01
6.9200000000e+00,1.8103725762e-01,1.7481971662e-01
6.9300000000e+00,1.8097258914e-01,1.7472528094e-01
6.9400000000e+00,1.8090971594e-01,1.7463099323e-01
6.9500000000e+00,1.8081321379e-01,1.7453685316e-01
6.9600000000e+00,1.8070141646e-01,1.7444286038e-01
6.9700000000e+00,1.8057948289e-01,1.7434901455e-01
6.9800000000e+00,1.8044251760e-01,1.7425531533e-01
6.9900000000e+00,1.8030292247e-01,1.7416176239e-01
7.0000000000e+00,1.8017674496e-01,1.7406835539e-01
7.0100000000e+00,1.8008630041e-01,1.7397509399e-01
7.0200000000e+00,1.7996073781e-01,1.7388197787e-01
7.0300000000e+00,1.7987966082e-01,1.7378900667e-01
7.0400000000e+00,1.7982299696e-01,1.7369618008e-01
7.0500000000e+00,1.7971631911e-01,1.7360349776e-01
7.0600000000e+00,1.7962551749e-01,1.7351095937e-01
7.0700000000e+00,1.7955210222e-01,1.7341856460e-01
7.0800000000e+00,1.7945127524e-01,1.7332631309e-01
7.0900000000e+00,1.7934443303e-01,1.7323420454e-01
7.1000000000e+00,1.7925280023e-01,1.7314223860e-01
7.1100000000e+00,1.7914009388e-01,1.7305041495e-01
7.1200000000e+00,1.7904901560e-01,1.7295873327e-01
7.1300000000e+00,1.7894376007e-01,1.7286719322e-01
7.1400000000e+00,1.7885047279e-01,1.7277579448e-01
7.1500000000e+00,1.7880868225e-01,1.7268453674e-01
7.1600000000e+00,1.7878042051e-01,1.7259341965e-01
7.1700000000e+00,1.7871683779e-01,1.7250244291e-01
7.1800000000e+00,1.7868274871e-01,1.7241160619e-01
7.1900000000e+00,1.7866481602e-01,1.7232090916e-01
7.2000000000e+00,1.7861463235e-01,1.7223035151e-01
7.2100000000e+00,1.7856740135e-01,1.7213993291e-01
7.2200000000e+00,1.7851358680e-01,1.7204965306e-01
7.2300000000e+00,1.7844695019e-01,1.7195951162e-01
7.2400000000e+00,1.7841835047e-01,1.7186950828e-01
7.2500000000e+00,1.7838293240e-01,1.7177964273e-01
7.2600000000e+00,1.7834505884e-01,1.7168991465e-01
7.2700000000e+00,1.7828505739e-01,1.7160032372e-01
7.2800000000e+00,1.7821578770e-01,1.7151086963e-01
7.2900000000e+00,1.7813788397e-01,1.7142155206e-01
7.3000000000e+00,1.7808376891e-01,1.7133237071e-01
7.3100000000e+00,1.7802294929e-01,1.7124332526e-01
7.3200000000e+00,1.7796169291e-01,1.7115441540e-01
7.3300000000e+00,1.7789358871e-01,1.7106564081e-01
7.3400000000e+00,1.7780016968e-01,1.7097700120e-01
7.3500000000e+00,1.7770795991e-01,1.7088849624e-01
7.3600000000e+00,1.7761861945e-01,1.7080012563e-01
7.3700000000e+00,1.7752449138e-01,1.7071188907e-01
7.3800000000e+00,1.7745356849e-01,1.7062378624e-01
7.3900000000e+00,1.7740979604e-01,1.7053581684e-01
7.4000000000e+00,1.7735460670e-01,1.7044798057e-01
7.4100000000e+00,1.7731389464e-01,1.7036027712e-01
7.4200000000e+00,1.7727256560e-01,1.7027270618e-01
7.4300000000e+00,1.7719742702e-01,1.7018526746e-01
7.4400000000e+00,1.7717778989e-01,1.7009796064e-01
7.4500000000e+00,1.7709859767e-01,1.7001078544e-01
7.4600000000e+00,1.7700331741e-01,1.6992374154e-01
7.4700000000e+00,1.7690767266e-01,1.6983682865e-01
7.4800000000e+00,1.7681977548e-01,1.6975004646e-01
7.4900000000e+00,1.7671239797e-01,1.6966339469e-01
7.5000000000e+00,1.7661299314e-01,1.6957687302e-01
7.5100000000e+00,1.7653199082e-01,1.6949048117e-01
7.5200000000e+00,1.7648684677e-01,1.6940421884e-01
7.5300000000e+00,1.7642946598e-01,1.6931808573e-01
7.5400000000e+00,1.7635613069e-01,1.6923208154e-01
7.5500000000e+00,1.7623740067e-01,1.6914620598e-01
7.5600000000e+00,1.7617869946e-01,1.6906045876e-01
7.5700000000e+00,1.7612898199e-01,1.6897483959e-01
7.5800000000e+00,1.7607183221e-01,1.6888934816e-01
7.5900000000e+00,1.7600897372e-01,1.6880398420e-01
7.6000000000e+00,1.7595451840e-01,1.6871874741e-01
7.6100000000e+00,1.7590856103e-01,1.6863363749e-01
7.6200000000e+00,1.7587540164e-01,1.6854865417e-01
7.6300000000e+00,1.7582889129e-01,1.6846379714e-01
7.6400000000e+00,1.7580506672e-01,1.6837906613e-01
7.6500000000e+00,1.7575498390e-01,1.6829446084e-01
7.6600000000e+00,1.7569356021e-01,1.6820998099e-01
7.6700000000e+00,1.7562157148e-01,1.6812562629e-01
7.6800000000e+00,1.7552891433e-01,1.6804139646e-01
7.6900000000e+00,1.7540674975e-01,1.6795729122e-01
7.7000000000e+00,1.7528806908e-01,1.6787331027e-01
7.7100000000e+00,1.7516735356e-01,1.6778945333e-01
7.7200000000e+00,1.7504258419e-01,1.6770572013e-01
7.7300000000e+00,1.7489600156e-01,1.6762211038e-01
7.7400000000e+00,1.7475171127e-01,1.6753862380e-01
7.7500000000e+00,1.7464046508e-01,1.6745526010e-01
7.7600000000e+00,1.7451362179e-01,1.6737201902e-01
7.7700000000e+00,1.7438623127e-01,1.6728890026e-01
7.7800000000e+00,1.7421523956e-01,1.6720590356e-01
7.7900000000e+00,1.7407835707e-01,1.6712302863e-01
7.8000000000e+00,1.7392074446e-01,1.6704027520e-01
7.8100000000e+00,1.7378852404e-01,1.6695764299e-01
7.8200000000e+00,1.7365277364e-01,1.6687513172e-01
7.8300000000e+00,1.7349303521e-01,1.6679274112e-01
7.8400000000e+00,1.7331552737e-01,1.6671047091e-01
7.8500000000e+00,1.7315221929e-01,1.6662832082e-01
7.8600000000e+00,1.7294467064e-01,1.6654629059e-01
7.8700000000e+00,1.7271901323e-01,1.6646437992e-01
7.8800000000e+00,1.7257615440e-01,1.6638258856e-01
7.8900000000e+00,1.7246076559e-01,1.6630091624e-01
7.9000000000e+00,1.7232519053e-01,1.6621936267e-01
7.9100000000e+00,1.7217017375e-01,1.6613792759e-01
7.9200000000e+00,1.7203857886e-01,1.6605661074e-01
7.9300000000e+00,1.7188902698e-01,1.6597541185e-01
7.9400000000e+00,1.7169802201e-01,1.6589433063e-01
7.9500000000e+00,1.7148535364e-01,1.6581336684e-01
7.9600000000e+00,1.7130349179e-01,1.6573252020e-01
7.9700000000e+00,1.7107648607e-01,1.6565179045e-01
7.9800000000e+00,1.7082598942e-01,1.6557117731e-01
7.9900000000e+00,1.7062227920e-01,1.6549068054e-01
8.0000000000e+00,1.7044376610e-01,1.6541029985e-01
8.0100000000e+00,1.7028961137e-01,1.6533003500e-01
8.0200000000e+00,1.7017883030e-01,1.6524988571e-01
8.0300000000e+00,1.7004637325e-01,1.6516985172e-01
8.0400000000e+00,1.6987449866e-01,1.6508993278e-01
8.0500000000e+00,1.6971939387e-01,1.6501012862e-01
8.0600000000e+00,1.6958486393e-01,1.6493043898e-01
8.0700000000e+00,1.6947074462e-01,1.6485086360e-01
8.0800000000e+00,1.6939300062e-01,1.6477140223e-01
8.0900000000e+00,1.6929763431e-01,1.6469205460e-01
8.1000000000e+00,1.6914952014e-01,1.6461282046e-01
8.1100000000e+00,1.6900410321e-01,1.6453369955e-01
8.1200000000e+00,1.6888247500e-01,1.6445469161e-01
8.1300000000e+00,1.6879838544e-01,1.6437579639e-01
8.1400000000e+00,1.6866577386e-01,1.6429701364e-01
8.1500000000e+00,1.6852021848e-01,1.6421834309e-01
8.1600000000e+00,1.6837768730e-01,1.6413978449e-01
8.1700000000e+00,1.6819285365e-01,1.6406133760e-01
8.1800000000e+00,1.6802447966e-01,1.6398300215e-01
8.1900000000e+00,1.6791671536e-01,1.6390477790e-01
8.2000000000e+00,1.6777863689e-01,1.6382666460e-01
8.2100000000e+00,1.6766225860e-01,1.6374866199e-01
8.2200000000e+00,1.6749884879e-01,1.6367076982e-01
8.2300000000e+00,1.6736864629e-01,1.6359298785e-01
8.2400000000e+00,1.6723151981e-01,1.6351531582e-01
8.2500000000e+00,1.6710228474e-01,1.6343775348e-01
8.2600000000e+00,1.6699446218e-01,1.6336030060e-01
8.2700000000e+00,1.6689459771e-01,1.6328295692e-01
8.2800000000e+00,1.6676242010e-01,1.6320572219e-01
8.2900000000e+00,1.6662970812e-01,1.6312859617e-01
8.3000000000e+00,1.6651477595e-01,1.6305157861e-01
8.3100000000e+00,1.6639207495e-01,1.6297466927e-01
8.3200000000e+00,1.6624091421e-01,1.6289786790e-01
8.3300000000e+00,1.6609037457e-01,1.6282117426e-01
8.3400000000e+00,1.6594112018e-01,1.6274458811e-01
8.3500000000e+00,1.6580379492e-01,1.6266810921e-01
8.3600000000e+00,1.6569430199e-01,1.6259173730e-01
8.3700000000e+00,1.6557072730e-01,1.6251547216e-01
8.3800000000e+00,1.6544325146e-01,1.6243931354e-01
8.3900000000e+00,1.6530506900e-01,1.6236326120e-01
8.4000000000e+00,1.6516560839e-01,1.6228731490e-01
8.4100000000e+00,1.6509212854e-01,1.6221147440e-01
8.4200000000e+00,1.6503207448e-01,1.6213573946e-01
8.4300000000e+00,1.6493981460e-01,1.6206010985e-01
8.4400000000e+00,1.6480754244e-01,1.6198458533e-01
8.4500000000e+00,1.6464575763e-01,1.6190916565e-01
8.4600000000e+00,1.6454243960e-01,1.6183385060e-01
8.4700000000e+00,1.6443705551e-01,1.6175863992e-01
8.4800000000e+00,1.6433033787e-01,1.6168353339e-01
8.4900000000e+00,1.6426817849e-01,1.6160853077e-01
8.5000000000e+00,1.6419959124e-01,1.6153363182e-01
8.5100000000e+00,1.6417068439e-01,1.6145883632e-01
8.5200000000e+00,1.6412940546e-01,1.6138414403e-01
8.5300000000e+00,1.6403944289e-01,1.6130955471e-01
8.5400000000e+00,1.6391344891e-01,1.6123506815e-01
8.5500000000e+00,1.6382725593e-01,1.6116068409e-01
8.5600000000e+00,1.6373139106e-01,1.6108640233e-01
8.5700000000e+00,1.6361789660e-01,1.6101222262e-01
8.5800000000e+00,1.6348925762e-01,1.6093814473e-01
8.5900000000e+00,1.6335305012e-01,1.6086416844e-01
8.6000000000e+00,1.6321147568e-01,1.6079029352e-01
8.6100000000e+00,1.6303076775e-01,1.6071651975e-01
8.6200000000e+00,1.6286952545e-01,1.6064284688e-01
8.6300000000e+00,1.6274902076e-01,1.6056927471e-01
8.6400000000e+00,1.6265676289e-01,1.6049580299e-01
8.6500000000e+00,1.6255826711e-01,1.6042243151e-01
8.6600000000e+00,1.6249265337e-01,1.6034916004e-01
8.6700000000e+00,1.6237707517e-01,1.6027598836e-01
8.6800000000e+00,1.6225511825e-01,1.6020291624e-01
8.6900000000e+00,1.6210490055e-01,1.6012994346e-01
8.7000000000e+00,1.6196987899e-01,1.6005706980e-01
8.7100000000e+00,1.6178200095e-01,1.5998429503e-01
8.7200000000e+00,1.6156003200e-01,1.5991161893e-01
8.7300000000e+00,1.6135808569e-01,1.5983904129e-01
8.7400000000e+00,1.6116579297e-01,1.5976656188e-01
8.7500000000e+00,1.6095500596e-01,1.5969418047e-01
8.7600000000e+00,1.6074199802e-01,1.5962189686e-01
8.7700000000e+00,1.6052341838e-01,1.5954971082e-01
8.7800000000e+00,1.6035799529e-01,1.5947762214e-01
8.7900000000e+00,1.6021338800e-01,1.5940563059e-01
8.8000000000e+00,1.6007533397e-01,1.5933373596e-01
8.8100000000e+00,1.5985242427e-01,1.5926193803e-01
8.8200000000e+00,1.5970637823e-01,1.5919023658e-01
8.8300000000e+00,1.5956961230e-01,1.5911863141e-01
8.8400000000e+00,1.5939934409e-01,1.5904712228e-01
8.8500000000e+00,1.5926450281e-01,1.5897570900e-01
8.8600000000e+00,1.5912083690e-01,1.5890439134e-01
8.8700000000e+00,1.5900574167e-01,1.5883316909e-01
8.8800000000e+00,1.5888669966e-01,1.5876204204e-01
8.8900000000e+00,1.5875611289e-01,1.5869100998e-01
8.9000000000e+00,1.5865878269e-01,1.5862007269e-01
8.9100000000e+00,1.5855701160e-01,1.5854922996e-01
8.9200000000e+00,1.5846690104e-01,1.5847848157e-01
8.9300000000e+00,1.5840658962e-01,1.5840782733e-01
8.9400000000e+00,1.5833776260e-01,1.5833726702e-01
8.9500000000e+00,1.5831202511e-01,1.5826680042e-01
8.9600000000e+00,1.5824648797e-01,1.5819642734e-01
8.9700000000e+00,1.5815837546e-01,1.5812614755e-01
8.9800000000e+00,1.5801957401e-01,1.5805596086e-01
8.9900000000e+00,1.5791068954e-01,1.5798586706e-01
9.0000000000e+00,1.5781770006e-01,1.5791586593e-01
9.0100000000e+00,1.5772536842e-01,1.5784595728e-01
9.0200000000e+00,1.5764345595e-01,1.5777614089e-01
9.0300000000e+00,1.5755563571e-01,1.5770641656e-01
9.0400000000e+00,1.5748077649e-01,1.5763678409e-01
9.0500000000e+00,1.5735980002e-01,1.5756724326e-01
9.0600000000e+00,1.5720066873e-01,1.5749779388e-01
9.0700000000e+00,1.5710519141e-01,1.5742843575e-01
9.0800000000e+00,1.5706918974e-01,1.5735916865e-01
9.0900000000e+00,1.5700849489e-01,1.5728999239e-01
9.1000000000e+00,1.5699602322e-01,1.5722090676e-01
9.1100000000e+00,1.5703905579e-01,1.5715191157e-01
9.1200000000e+00,1.5704581342e-01,1.5708300661e-01
9.1300000000e+00,1.5703973193e-01,1.5701419168e-01
9.1400000000e+00,1.5697302155e-01,1.5694546657e-01
9.1500000000e+00,1.5693863021e-01,1.5687683110e-01
9.1600000000e+00,1.5691487231e-01,1.5680828506e-01
9.1700000000e+00,1.5689043014e-01,1.5673982826e-01
9.1800000000e+00,1.5687981645e-01,1.5667146048e-01
9.1900000000e+00,1.5687943257e-01,1.5660318155e-01
9.2000000000e+00,1.5688578817e-01,1.5653499125e-01
9.2100000000e+00,1.5685748433e-01,1.5646688939e-01
9.2200000000e+00,1.5685087326e-01,1.5639887578e-01
9.2300000000e+00,1.5680768507e-01,1.5633095022e-01
9.2400000000e+00,1.5676200715e-01,1.5626311252e-01
9.2500000000e+00,1.5669672171e-01,1.5619536247e-01
9.2600000000e+00,1.5658674595e-01,1.5612769989e-01
9.2700000000e+00,1.5644087008e-01,1.5606012458e-01
9.2800000000e+00,1.5626121243e-01,1.5599263634e-01
9.2900000000e+00,1.5614487792e-01,1.5592523499e-01
